3.320 2 BARO_RAW 0. 0.
7.117 2 IMU_GYRO_RAW -28 21 -48
7.223 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
7.227 2 IMU_GYRO_RAW -27 24 -48
7.320 2 BARO_RAW 0. 0.
7.323 2 IMU_GYRO_RAW -29 19 -48
7.419 2 DL_VALUE 9 1.
7.422 2 IMU_GYRO_RAW -29 20 -48
7.468 2 ACTUATORS |1004,1997,1500,1500,1500,1500|
7.518 2 IMU_GYRO_RAW -29 16 -48
7.568 2 COMMANDS |40,14,0,0,-14,9548|
7.618 2 IMU_GYRO_RAW -29 20 -47
7.718 2 IMU_GYRO_RAW -29 18 -47
7.749 2 DOWNLINK_STATUS 0 8 2074 125 0 291. 17. 37.69
7.820 2 BARO_RAW 0. 0.
7.823 2 IMU_GYRO_RAW -28 22 -47
7.919 2 DL_VALUE 10 0.
7.922 2 IMU_GYRO_RAW -27 21 -48
8.018 2 IMU_GYRO_RAW -28 21 -47
8.118 2 IMU_GYRO_RAW -27 22 -48
8.218 2 IMU_GYRO_RAW -28 21 -47
8.321 2 BARO_RAW 0. 0.
8.324 2 IMU_GYRO_RAW -27 22 -48
8.418 2 DL_VALUE 11 0.
8.421 2 IMU_GYRO_RAW -28 20 -47
8.517 2 IMU_GYRO_RAW -28 21 -47
8.617 2 IMU_GYRO_RAW -29 21 -46
8.666 2 FBW_STATUS 0 47 0 163 2
8.717 2 IMU_GYRO_RAW -28 23 -48
8.750 2 DOWNLINK_STATUS 0 9 2319 140 0 245. 15. 37.69
8.820 2 BARO_RAW 0. 0.
8.823 2 IMU_GYRO_RAW -29 19 -48
8.919 2 DL_VALUE 12 12000.
8.922 2 IMU_GYRO_RAW -27 22 -48
9.018 2 IMU_GYRO_RAW -30 19 -48
9.118 2 IMU_GYRO_RAW -29 20 -48
9.218 2 IMU_GYRO_RAW -29 20 -48
9.326 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
9.329 2 BARO_RAW 0. 0.
9.332 2 IMU_GYRO_RAW -28 20 -47
9.419 2 DL_VALUE 13 1.5
9.422 2 IMU_GYRO_RAW -29 19 -47
9.518 2 IMU_GYRO_RAW -28 21 -48
9.617 2 IMU_GYRO_RAW -29 20 -48
9.717 2 IMU_GYRO_RAW -27 21 -47
9.750 2 DOWNLINK_STATUS 0 10 2572 155 0 253. 15. 37.69
9.820 2 BARO_RAW 0. 0.
9.823 2 IMU_GYRO_RAW -28 20 -47
9.918 2 DL_VALUE 14 0.610865
9.922 2 IMU_GYRO_RAW -29 19 -47
10.017 2 IMU_GYRO_RAW -29 19 -48
10.118 2 IMU_GYRO_RAW -28 20 -48
10.218 2 IMU_GYRO_RAW -28 20 -47
10.286 2 PONG 
10.320 2 BARO_RAW 0. 0.
10.323 2 IMU_GYRO_RAW -28 20 -48
10.419 2 DL_VALUE 15 7500.
10.422 2 IMU_GYRO_RAW -28 20 -49
10.518 2 IMU_GYRO_RAW -28 22 -47
10.618 2 IMU_GYRO_RAW -29 21 -48
10.666 2 FBW_STATUS 0 48 0 163 2
10.718 2 IMU_GYRO_RAW -30 19 -47
10.750 2 DOWNLINK_STATUS 0 11 2823 171 0 251. 16. 37.77
10.820 2 BARO_RAW 0. 0.
10.823 2 IMU_GYRO_RAW -28 19 -48
10.919 2 DL_VALUE 16 1250.
10.922 2 IMU_GYRO_RAW -28 19 -48
11.017 2 IMU_GYRO_RAW -28 20 -48
11.117 2 IMU_GYRO_RAW -28 21 -48
11.217 2 IMU_GYRO_RAW -29 20 -46
11.320 2 BARO_RAW 0. 0.
11.323 2 IMU_GYRO_RAW -28 21 -48
11.425 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
11.427 2 DL_VALUE 17 0.45
11.430 2 IMU_GYRO_RAW -27 21 -48
11.509 2 SETTING 0 2 3.
11.518 2 IMU_GYRO_RAW -28 21 -48
11.553 2 DL_VALUE 0 3.
11.617 2 IMU_GYRO_RAW -28 22 -48
11.718 2 IMU_GYRO_RAW -29 21 -47
11.750 2 DOWNLINK_STATUS 0 12 3087 187 0 264. 16. 37.77
11.820 2 BARO_RAW 0. 0.
11.823 2 IMU_GYRO_RAW -27 22 -48
11.919 2 DL_VALUE 18 0.03
11.922 2 IMU_GYRO_RAW -29 21 -48
12.018 2 IMU_GYRO_RAW -29 19 -48
12.117 2 IMU_GYRO_RAW -29 19 -47
12.217 2 IMU_GYRO_RAW -27 20 -48
12.320 2 BARO_RAW 0. 0.
12.322 2 IMU_GYRO_RAW -28 20 -47
12.418 2 DL_VALUE 19 0.15
12.421 2 IMU_GYRO_RAW -28 21 -47
12.467 2 ACTUATORS |1004,1997,1500,1500,1500,1500|
12.517 2 IMU_GYRO_RAW -28 20 -46
12.568 2 COMMANDS |40,14,0,0,0,9548|
12.617 2 IMU_GYRO_RAW -27 19 -48
12.666 2 FBW_STATUS 0 49 0 163 2
12.717 2 IMU_GYRO_RAW -28 19 -49
12.750 2 DOWNLINK_STATUS 0 13 3370 204 0 283. 17. 37.77
12.820 2 BARO_RAW 0. 0.
12.823 2 IMU_GYRO_RAW -27 18 -47
12.919 2 DL_VALUE 20 0.01
12.922 2 IMU_GYRO_RAW -29 19 -48
13.018 2 IMU_GYRO_RAW -28 23 -48
13.118 2 IMU_GYRO_RAW -27 20 -48
13.218 2 IMU_GYRO_RAW -28 20 -47
13.320 2 BARO_RAW 0. 0.
13.323 2 IMU_GYRO_RAW -27 20 -48
13.419 2 DL_VALUE 21 0.1
13.421 2 IMU_GYRO_RAW -28 19 -48
13.524 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
13.526 2 IMU_GYRO_RAW -28 21 -49
13.596 2 WIND_INFO 2 42 0. 0. 0.
13.618 2 IMU_GYRO_RAW -28 20 -48
13.717 2 IMU_GYRO_RAW -28 18 -47
13.751 2 DOWNLINK_STATUS 0 14 3623 219 0 253. 15. 37.77
13.819 2 BARO_RAW 0. 0.
13.823 2 IMU_GYRO_RAW -29 20 -48
13.918 2 DL_VALUE 22 0.
13.922 2 IMU_GYRO_RAW -28 21 -47
14.017 2 IMU_GYRO_RAW -28 20 -48
14.117 2 IMU_GYRO_RAW -29 21 -48
14.217 2 IMU_GYRO_RAW -28 20 -48
14.320 2 BARO_RAW 0. 0.
14.323 2 IMU_GYRO_RAW -29 20 -48
14.418 2 DL_VALUE 23 0.05
14.422 2 IMU_GYRO_RAW -28 20 -47
14.517 2 IMU_GYRO_RAW -29 21 -47
14.618 2 IMU_GYRO_RAW -28 20 -48
14.666 2 FBW_STATUS 0 46 0 163 2
14.718 2 IMU_GYRO_RAW -28 20 -47
14.751 2 DOWNLINK_STATUS 0 15 3868 234 0 245. 15. 37.77
14.820 2 BARO_RAW 0. 0.
14.822 2 IMU_GYRO_RAW -28 22 -48
14.919 2 DL_VALUE 24 0.
14.921 2 IMU_GYRO_RAW -29 21 -47
15.017 2 IMU_GYRO_RAW -28 22 -49
15.117 2 IMU_GYRO_RAW -27 20 -47
15.217 2 IMU_GYRO_RAW -29 20 -48
15.286 2 PONG 
15.319 2 BARO_RAW 0. 0.
15.322 2 IMU_GYRO_RAW -28 20 -47
15.418 2 DL_VALUE 25 1.000074
15.421 2 IMU_GYRO_RAW -28 19 -47
15.517 2 IMU_GYRO_RAW -27 20 -48
15.623 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
15.626 2 IMU_GYRO_RAW -29 21 -48
15.717 2 IMU_GYRO_RAW -27 20 -49
15.751 2 DOWNLINK_STATUS 0 16 4127 250 0 259. 16. 37.73
15.820 2 BARO_RAW 0. 0.
15.823 2 IMU_GYRO_RAW -28 21 -48
15.919 2 DL_VALUE 26 0.298451
15.922 2 IMU_GYRO_RAW -28 21 -47
16.018 2 IMU_GYRO_RAW -27 20 -48
16.118 2 IMU_GYRO_RAW -28 21 -47
16.217 2 IMU_GYRO_RAW -28 20 -47
16.320 2 BARO_RAW 0. 0.
16.323 2 IMU_GYRO_RAW -29 20 -47
16.418 2 DL_VALUE 27 1.
16.421 2 IMU_GYRO_RAW -28 20 -48
16.517 2 IMU_GYRO_RAW -28 21 -48
16.617 2 IMU_GYRO_RAW -29 20 -48
16.666 2 FBW_STATUS 0 53 0 163 2
16.717 2 IMU_GYRO_RAW -28 20 -47
16.751 2 DOWNLINK_STATUS 0 17 4372 265 0 245. 15. 37.73
16.819 2 BARO_RAW 0. 0.
16.822 2 IMU_GYRO_RAW -27 21 -47
16.918 2 DL_VALUE 28 0.
16.921 2 IMU_GYRO_RAW -29 21 -47
17.017 2 IMU_GYRO_RAW -28 21 -47
17.117 2 IMU_GYRO_RAW -28 21 -47
17.217 2 IMU_GYRO_RAW -29 20 -47
17.320 2 BARO_RAW 0. 0.
17.323 2 IMU_GYRO_RAW -28 20 -48
17.419 2 DL_VALUE 29 100.
17.422 2 IMU_GYRO_RAW -28 20 -48
17.468 2 ACTUATORS |1004,1997,1500,1500,1500,1500|
17.518 2 IMU_GYRO_RAW -28 19 -48
17.568 2 COMMANDS |40,14,0,0,0,9548|
17.617 2 IMU_GYRO_RAW -28 20 -46
17.723 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
17.726 2 IMU_GYRO_RAW -28 21 -47
17.752 2 DOWNLINK_STATUS 0 18 4663 282 0 291. 17. 37.73
17.819 2 BARO_RAW 0. 0.
17.822 2 IMU_GYRO_RAW -29 21 -46
17.918 2 DL_VALUE 30 0.
17.921 2 IMU_GYRO_RAW -28 21 -47
18.017 2 IMU_GYRO_RAW -28 20 -48
18.117 2 IMU_GYRO_RAW -29 21 -48
18.217 2 IMU_GYRO_RAW -29 21 -47
18.319 2 BARO_RAW 0. 0.
18.323 2 IMU_GYRO_RAW -27 19 -47
18.418 2 DL_VALUE 31 2.
18.421 2 IMU_GYRO_RAW -28 21 -48
18.517 2 IMU_GYRO_RAW -28 21 -48
18.617 2 IMU_GYRO_RAW -28 18 -47
18.666 2 FBW_STATUS 0 47 0 163 2
18.717 2 IMU_GYRO_RAW -29 20 -47
18.752 2 DOWNLINK_STATUS 0 19 4908 297 0 245. 15. 37.73
18.821 2 BARO_RAW 0. 0.
18.822 2 IMU_GYRO_RAW -27 21 -48
18.919 2 DL_VALUE 32 0.
18.921 2 IMU_GYRO_RAW -27 21 -48
19.017 2 IMU_GYRO_RAW -25 25 -49
19.117 2 IMU_GYRO_RAW -29 16 -48
19.217 2 IMU_GYRO_RAW -30 18 -47
19.322 2 BARO_RAW 0. 0.
19.322 2 IMU_GYRO_RAW -28 23 -47
19.418 2 DL_VALUE 33 0.
19.421 2 IMU_GYRO_RAW -28 21 -48
19.517 2 IMU_GYRO_RAW -30 19 -47
19.617 2 IMU_GYRO_RAW -29 22 -46
19.717 2 IMU_GYRO_RAW -27 19 -47
19.752 2 DOWNLINK_STATUS 0 20 5138 311 0 230. 14. 37.73
19.826 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
19.828 2 BARO_RAW 0. 0.
19.831 2 IMU_GYRO_RAW -29 20 -48
19.918 2 DL_VALUE 34 0.
19.921 2 IMU_GYRO_RAW -28 23 -46
20.017 2 IMU_GYRO_RAW -29 19 -49
20.117 2 IMU_GYRO_RAW -23 27 -47
20.217 2 IMU_GYRO_RAW -21 23 -49
20.286 2 PONG 
20.322 2 BARO_RAW 0. 0.
20.322 2 IMU_GYRO_RAW -31 13 -48
20.417 2 DL_VALUE 35 0.
20.421 2 IMU_GYRO_RAW -22 24 -48
20.517 2 IMU_GYRO_RAW -32 24 -46
20.617 2 IMU_GYRO_RAW -21 31 -47
20.665 2 FBW_STATUS 0 50 0 163 2
20.717 2 IMU_GYRO_RAW -30 25 -39
20.753 2 DOWNLINK_STATUS 0 21 5412 328 0 274. 17. 37.65
20.822 2 BARO_RAW 0. 0.
20.822 2 IMU_GYRO_RAW -23 36 -35
20.918 2 DL_VALUE 36 0.
20.921 2 IMU_GYRO_RAW -50 3 29
21.017 2 IMU_GYRO_RAW -41 -1 82
21.117 2 IMU_GYRO_RAW -42 -76 23
21.217 2 IMU_GYRO_RAW 16 4 -46
21.319 2 BARO_RAW 0. 0.
21.322 2 IMU_GYRO_RAW 45 113 -41
21.418 2 DL_VALUE 37 200.
21.422 2 IMU_GYRO_RAW 42 11 -44
21.517 2 IMU_GYRO_RAW -6 51 -44
21.616 2 IMU_GYRO_RAW -39 11 -48
21.716 2 IMU_GYRO_RAW -25 35 -46
21.753 2 DOWNLINK_STATUS 0 22 5642 342 0 230. 14. 37.65
21.819 2 BARO_RAW 0. 0.
21.823 2 IMU_GYRO_RAW -26 23 -49
21.926 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
21.927 2 DL_VALUE 38 0.1
21.930 2 IMU_GYRO_RAW -59 -104 -72
22.016 2 IMU_GYRO_RAW 6 56 -48
22.117 2 IMU_GYRO_RAW -18 31 -58
22.217 2 IMU_GYRO_RAW 57 45 -144
22.319 2 BARO_RAW 0. 0.
22.324 2 IMU_GYRO_RAW 94 45 -238
22.418 2 DL_VALUE 39 0.
22.421 2 IMU_GYRO_RAW 91 13 -74
22.467 2 ACTUATORS |1004,1997,1500,1500,1500,1500|
22.517 2 IMU_GYRO_RAW 168 88 -45
22.567 2 COMMANDS |40,14,0,0,-14,9548|
22.617 2 IMU_GYRO_RAW 143 42 -103
22.666 2 FBW_STATUS 0 50 0 163 2
22.717 2 IMU_GYRO_RAW -21 -38 -81
22.753 2 DOWNLINK_STATUS 0 23 5948 360 0 306. 18. 37.65
22.819 2 BARO_RAW 0. 0.
22.824 2 IMU_GYRO_RAW -128 12 -37
22.918 2 DL_VALUE 40 0.
22.921 2 IMU_GYRO_RAW -121 16 -51
23.016 2 IMU_GYRO_RAW -89 -22 -70
23.116 2 IMU_GYRO_RAW -13 22 -46
23.216 2 IMU_GYRO_RAW 53 25 -48
23.319 2 BARO_RAW 0. 0.
23.326 2 IMU_GYRO_RAW 11 26 -47
23.418 2 DL_VALUE 41 1500.
23.421 2 IMU_GYRO_RAW -32 19 -37
23.517 2 IMU_GYRO_RAW -25 14 -51
23.597 2 WIND_INFO 2 42 0. 0. 0.
23.617 2 IMU_GYRO_RAW -27 25 -50
23.717 2 IMU_GYRO_RAW -45 -34 -54
23.753 2 DOWNLINK_STATUS 0 24 6178 374 0 230. 14. 37.65
23.819 2 BARO_RAW 0. 0.
23.822 2 IMU_GYRO_RAW -6 51 -44
23.918 2 DL_VALUE 42 0.
23.921 2 IMU_GYRO_RAW -8 363 29
24.023 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
24.026 2 IMU_GYRO_RAW -64 -321 36
24.117 2 IMU_GYRO_RAW -27 -403 133
24.217 2 IMU_GYRO_RAW 116 571 152
24.319 2 BARO_RAW 0. 0.
24.322 2 IMU_GYRO_RAW 12 -85 -173
24.417 2 DL_VALUE 0 3.
24.421 2 IMU_GYRO_RAW 50 255 -551
24.516 2 IMU_GYRO_RAW 49 252 -429
24.616 2 IMU_GYRO_RAW -14 -59 1
24.665 2 FBW_STATUS 0 48 0 163 2
24.717 2 IMU_GYRO_RAW -6 -86 164
24.753 2 DOWNLINK_STATUS 0 25 6446 390 0 268. 16. 37.65
24.819 2 BARO_RAW 0. 0.
24.822 2 IMU_GYRO_RAW -23 193 83
24.918 2 DL_VALUE 1 0.
24.921 2 IMU_GYRO_RAW 16 -17 25
25.016 2 IMU_GYRO_RAW 17 -226 -66
25.117 2 IMU_GYRO_RAW -41 93 -151
25.217 2 IMU_GYRO_RAW -101 423 -162
25.287 2 PONG 
25.319 2 BARO_RAW 0. 0.
25.322 2 IMU_GYRO_RAW -1 312 -195
25.418 2 DL_VALUE 2 655.
25.421 2 IMU_GYRO_RAW 74 -487 -190
25.517 2 IMU_GYRO_RAW 28 -259 -161
25.616 2 IMU_GYRO_RAW 2 169 -148
25.716 2 IMU_GYRO_RAW 6 178 -104
25.754 2 DOWNLINK_STATUS 0 26 6682 405 0 236. 15. 37.77
25.818 2 BARO_RAW 0. 0.
25.822 2 IMU_GYRO_RAW -27 13 -36
25.917 2 DL_VALUE 3 0.
25.921 2 IMU_GYRO_RAW -65 44 42
26.016 2 IMU_GYRO_RAW 10 15 59
26.122 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
26.125 2 IMU_GYRO_RAW 99 41 45
26.217 2 IMU_GYRO_RAW 207 127 50
26.319 2 BARO_RAW 0. 0.
26.322 2 IMU_GYRO_RAW 270 27 45
26.418 2 DL_VALUE 4 0.
26.421 2 IMU_GYRO_RAW 226 -94 16
26.517 2 IMU_GYRO_RAW 65 239 13
26.617 2 IMU_GYRO_RAW 30 -5 -50
26.665 2 FBW_STATUS 0 48 0 163 2
26.717 2 IMU_GYRO_RAW 25 15 -112
26.754 2 DOWNLINK_STATUS 0 27 6950 421 0 268. 16. 37.77
26.819 2 BARO_RAW 0. 0.
26.821 2 IMU_GYRO_RAW -57 119 -97
26.917 2 DL_VALUE 5 0.
26.920 2 IMU_GYRO_RAW -95 -92 -94
27.016 2 IMU_GYRO_RAW -77 -77 -74
27.116 2 IMU_GYRO_RAW -38 -59 -72
27.216 2 IMU_GYRO_RAW -33 -52 -41
27.319 2 BARO_RAW 0. 0.
27.322 2 IMU_GYRO_RAW 76 3 15
27.418 2 DL_VALUE 6 100.
27.421 2 IMU_GYRO_RAW 121 371 -23
27.467 2 ACTUATORS |1004,1997,1500,1500,1500,1500|
27.517 2 IMU_GYRO_RAW 195 -57 -19
27.567 2 COMMANDS |40,14,0,0,0,9548|
27.617 2 IMU_GYRO_RAW 124 -85 -121
27.717 2 IMU_GYRO_RAW 47 60 -208
27.754 2 DOWNLINK_STATUS 0 28 7218 437 0 268. 16. 37.77
27.819 2 BARO_RAW 0. 0.
27.822 2 IMU_GYRO_RAW -152 -78 -183
27.918 2 DL_VALUE 7 0.
27.921 2 IMU_GYRO_RAW -344 -114 -123
28.017 2 IMU_GYRO_RAW -400 -142 -62
28.117 2 IMU_GYRO_RAW -375 -88 18
28.223 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
28.225 2 IMU_GYRO_RAW -419 803 73
28.318 2 BARO_RAW 0. 0.
28.321 2 IMU_GYRO_RAW -345 466 15
28.417 2 DL_VALUE 8 0.
28.420 2 IMU_GYRO_RAW -93 -453 -71
28.516 2 IMU_GYRO_RAW -84 189 -63
28.616 2 IMU_GYRO_RAW -6 42 61
28.665 2 FBW_STATUS 0 49 0 163 2
28.716 2 IMU_GYRO_RAW 45 155 68
28.755 2 DOWNLINK_STATUS 0 29 7486 453 0 268. 16. 37.77
28.819 2 BARO_RAW 0. 0.
28.822 2 IMU_GYRO_RAW 83 51 -42
28.918 2 DL_VALUE 9 1.
28.921 2 IMU_GYRO_RAW 76 70 -123
29.017 2 IMU_GYRO_RAW 74 237 -139
29.117 2 IMU_GYRO_RAW 63 -26 -96
29.217 2 IMU_GYRO_RAW -3 -256 -64
29.319 2 BARO_RAW 0. 0.
29.322 2 IMU_GYRO_RAW -40 -271 -16
29.418 2 DL_VALUE 10 0.
29.421 2 IMU_GYRO_RAW -24 -200 14
29.516 2 IMU_GYRO_RAW 17 -91 53
29.616 2 IMU_GYRO_RAW 18 -14 58
29.716 2 IMU_GYRO_RAW -11 -36 18
29.755 2 DOWNLINK_STATUS 0 30 7716 467 0 230. 14. 37.77
29.818 2 BARO_RAW 0. 0.
29.822 2 IMU_GYRO_RAW -38 82 -35
29.917 2 DL_VALUE 11 0.
29.920 2 IMU_GYRO_RAW -47 84 -80
30.016 2 IMU_GYRO_RAW -41 -18 -98
30.116 2 IMU_GYRO_RAW -41 -45 -80
30.216 2 IMU_GYRO_RAW -32 -74 -49
30.287 2 PONG 
30.325 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
30.328 2 BARO_RAW 0. 0.
30.333 2 IMU_GYRO_RAW -25 -76 -35
30.418 2 DL_VALUE 12 12000.
30.421 2 IMU_GYRO_RAW -25 -26 -37
30.516 2 IMU_GYRO_RAW -16 22 -57
30.617 2 IMU_GYRO_RAW -10 43 -74
30.665 2 FBW_STATUS 0 50 0 163 2
30.717 2 IMU_GYRO_RAW -8 43 -89
30.755 2 DOWNLINK_STATUS 0 31 7990 484 0 274. 17. 37.73
30.819 2 BARO_RAW 0. 0.
30.821 2 IMU_GYRO_RAW -19 55 -88
30.917 2 DL_VALUE 13 1.5
30.920 2 IMU_GYRO_RAW -31 54 -79
31.016 2 IMU_GYRO_RAW -42 22 -72
31.116 2 IMU_GYRO_RAW -38 -13 -60
31.216 2 IMU_GYRO_RAW -43 -50 -49
31.318 2 BARO_RAW 0. 0.
31.322 2 IMU_GYRO_RAW -28 18 -38
31.417 2 DL_VALUE 14 0.610865
31.421 2 IMU_GYRO_RAW -15 76 -39
31.516 2 IMU_GYRO_RAW -22 15 -59
31.616 2 IMU_GYRO_RAW -37 -18 -72
31.717 2 IMU_GYRO_RAW -44 5 -57
31.755 2 DOWNLINK_STATUS 0 32 8220 498 0 230. 14. 37.73
31.819 2 BARO_RAW 0. 0.
31.822 2 IMU_GYRO_RAW -36 26 -40
31.918 2 DL_VALUE 15 7500.
31.921 2 IMU_GYRO_RAW -31 -6 -41
32.016 2 IMU_GYRO_RAW -42 -26 -56
32.116 2 IMU_GYRO_RAW -48 -4 -70
32.216 2 IMU_GYRO_RAW -54 51 -68
32.318 2 BARO_RAW 0. 0.
32.321 2 IMU_GYRO_RAW -71 78 -56
32.425 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
32.426 2 DL_VALUE 16 1250.
32.429 2 IMU_GYRO_RAW -77 137 -31
32.466 2 ACTUATORS |1004,1997,1500,1500,1500,1500|
32.516 2 IMU_GYRO_RAW -34 153 -10
32.566 2 COMMANDS |40,14,0,0,-14,9548|
32.616 2 IMU_GYRO_RAW 30 86 5
32.665 2 FBW_STATUS 0 47 0 163 2
32.716 2 IMU_GYRO_RAW 76 -14 29
32.755 2 DOWNLINK_STATUS 0 33 8526 516 0 306. 18. 37.73
32.818 2 BARO_RAW 0. 0.
32.822 2 IMU_GYRO_RAW 18 90 50
32.917 2 DL_VALUE 17 0.45
32.920 2 IMU_GYRO_RAW -10 96 35
33.016 2 IMU_GYRO_RAW 17 161 -37
33.116 2 IMU_GYRO_RAW 59 47 -78
33.217 2 IMU_GYRO_RAW 42 44 -126
33.319 2 BARO_RAW 0. 0.
33.322 2 IMU_GYRO_RAW -10 -86 -100
33.418 2 DL_VALUE 18 0.03
33.420 2 IMU_GYRO_RAW 15 -263 -123
33.516 2 IMU_GYRO_RAW 46 -242 -163
33.597 2 WIND_INFO 2 42 0. 0. 0.
33.616 2 IMU_GYRO_RAW 30 11 -151
33.716 2 IMU_GYRO_RAW -38 381 54
33.756 2 DOWNLINK_STATUS 0 34 8756 530 0 230. 14. 37.73
33.818 2 BARO_RAW 0. 0.
33.821 2 IMU_GYRO_RAW -101 232 256
33.917 2 DL_VALUE 19 0.15
33.920 2 IMU_GYRO_RAW -159 295 287
34.016 2 IMU_GYRO_RAW -213 288 193
34.116 2 IMU_GYRO_RAW -365 16 26
34.216 2 IMU_GYRO_RAW -475 -273 -56
34.318 2 BARO_RAW 0. 0.
34.322 2 IMU_GYRO_RAW -422 -328 -56
34.417 2 DL_VALUE 20 0.01
34.421 2 IMU_GYRO_RAW -380 -102 2
34.522 2 ALIVE |88,46,127,254,191,243,157,14,79,175,117,217,7,24,53,158|
34.525 2 IMU_GYRO_RAW -303 383 3
34.615 2 IMU_GYRO_RAW -258 656 -48
34.665 2 FBW_STATUS 0 53 0 163 2
34.716 2 IMU_GYRO_RAW -229 645 -76
34.756 2 DOWNLINK_STATUS 0 35 9024 546 0 268. 16. 37.73
34.818 2 BARO_RAW 0. 0.
34.821 2 IMU_GYRO_RAW -199 821 -108
34.917 2 DL_VALUE 21 0.1
34.920 2 IMU_GYRO_RAW 136 -88 -248
35.016 2 IMU_GYRO_RAW 207 -758 -357
35.116 2 IMU_GYRO_RAW -60 -148 -373
35.216 2 IMU_GYRO_RAW -129 90 -306
35.287 2 PONG 
35.318 2 BARO_RAW 0. 0.
35.321 2 IMU_GYRO_RAW -97 -15 -234
35.417 2 DL_VALUE 22 0.
35.420 2 IMU_GYRO_RAW -76 319 -218
35.516 2 IMU_GYRO_RAW -228 310 -268
35.616 2 IMU_GYRO_RAW -339 -149 -470
35.716 2 IMU_GYRO_RAW -434 43 -515
